what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543686041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543686938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543737289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543738825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543742871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543743524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419543747630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543752693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543757935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543760631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543763235
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1419543765887
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1419543766496
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1419543766699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543767889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543776358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543779211
started,bundle,org.eclipse.ant.core,3.2.302.v20120110-1739,"org.eclipse.ant.core",1419543818817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543818926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1419543818988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1419543818988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543819708
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1419543821915
started,bundle,org.eclipse.equinox.p2.director.app,1.0.300.v20111126-0153,"org.eclipse.equinox.p2.director.app",1419543824008
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1419543824039
started,bundle,org.eclipse.equinox.p2.repository.tools,2.0.100.v20110815-1438,"org.eclipse.equinox.p2.repository.tools",1419543824055
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1419543824070
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1419543824070
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1419543824179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543851255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543853839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543885320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543886290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543919774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543920771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543937585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543938948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543967793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543968752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419543999920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544001966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544026335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544026781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544065662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544066147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419544177402
