what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1419723261430
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1419723261602
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1419723261848
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1419723465721
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1419723471289
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1419723477288
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1419723478032
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419723478443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419723479209
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1419723479765
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1419723481327
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1419723481343
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1419723481531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723677106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723686490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723711168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723722639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723727198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723729161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723730118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723734593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723739501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723743136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723745684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723748151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723750582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723754347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723756851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723784336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723785823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723788828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723792825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723816102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723816436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723850906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723851551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723851998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723852280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723876264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419723881791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724006306
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1419724010902
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419724021553
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419724021959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724023104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724068715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724089998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724093435
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419724100481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724172658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724230058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724230781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724233447
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419724235451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724240257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724242110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724243307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724244444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724244935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724246060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724249115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724255570
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1419724256732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724258788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724260540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724262223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724263804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724270258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724360073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724406355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724410751
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1419724413687
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1419724414125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419724414992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419724427820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724430927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724448875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419724450379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1419724451396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1419724453232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724457144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419724471640
